Transect Distance (m),filename,datetime,Cluster_0_Percent,Cluster_0_HSV,Cluster_1_Percent,Cluster_1_HSV,Cluster_2_Percent,Cluster_2_HSV,,Ice,Water
106,195.jpg,1970-01-01T00:00:00.000,91.03686523,"(226.53, 221.04, 215.70)",0.10620117187499999,"(46.33, 38.59, 31.21)",8.856933594,"(136.49, 129.95, 117.47)",,99.89379882,0.10620117187499999
346,195.jpg,1970-01-01T00:00:00.000,91.03686523,"(226.53, 221.04, 215.70)",0.10620117187499999,"(46.33, 38.59, 31.21)",8.856933594,"(136.49, 129.95, 117.47)",,99.89379882,0.10620117187499999
107,196.jpg,1970-01-01T00:00:00.000,77.72338867,"(226.53, 221.04, 215.70)",13.325927734375002,"(46.33, 38.59, 31.21)",8.950683594,"(136.49, 129.95, 117.47)",,86.67407226,13.325927734375002
347,196.jpg,1970-01-01T00:00:00.000,77.72338867,"(226.53, 221.04, 215.70)",13.325927734375002,"(46.33, 38.59, 31.21)",8.950683594,"(136.49, 129.95, 117.47)",,86.67407226,13.325927734375002
108,197.jpg,1970-01-01T00:00:00.000,98.5949707,"(226.53, 221.04, 215.70)",0.004150391,"(46.33, 38.59, 31.21)",1.400878906,"(136.49, 129.95, 117.47)",,99.99584961,0.004150391
348,197.jpg,1970-01-01T00:00:00.000,98.5949707,"(226.53, 221.04, 215.70)",0.004150391,"(46.33, 38.59, 31.21)",1.400878906,"(136.49, 129.95, 117.47)",,99.99584961,0.004150391
349,198.jpg,1970-01-01T00:00:00.000,36.36621094,"(226.53, 221.04, 215.70)",15.15429688,"(46.33, 38.59, 31.21)",48.47949219,"(136.49, 129.95, 117.47)",,84.84570313,15.15429688
109,198.jpg,1970-01-01T00:00:00.000,36.36621094,"(226.53, 221.04, 215.70)",15.15429688,"(46.33, 38.59, 31.21)",48.47949219,"(136.49, 129.95, 117.47)",,84.84570313,15.15429688
350,199.jpg,1970-01-01T00:00:00.000,19.62792969,"(226.53, 221.04, 215.70)",23.57739258,"(46.33, 38.59, 31.21)",56.79467773,"(136.49, 129.95, 117.47)",,76.42260742,23.57739258
110,199.jpg,1970-01-01T00:00:00.000,19.62792969,"(226.53, 221.04, 215.70)",23.57739258,"(46.33, 38.59, 31.21)",56.79467773,"(136.49, 129.95, 117.47)",,76.42260742,23.57739258
353,200.jpg,1970-01-01T00:00:00.000,11.91870117,"(226.53, 221.04, 215.70)",5.834960938,"(46.33, 38.59, 31.21)",82.24633789,"(136.49, 129.95, 117.47)",,94.16503906,5.834960938
113,200.jpg,1970-01-01T00:00:00.000,11.91870117,"(226.53, 221.04, 215.70)",5.834960938,"(46.33, 38.59, 31.21)",82.24633789,"(136.49, 129.95, 117.47)",,94.16503906,5.834960938
114,201.jpg,1970-01-01T00:00:00.000,31.67016602,"(226.53, 221.04, 215.70)",0.711914063,"(46.33, 38.59, 31.21)",67.61791992,"(136.49, 129.95, 117.47)",,99.28808594,0.711914063
354,201.jpg,1970-01-01T00:00:00.000,31.67016602,"(226.53, 221.04, 215.70)",0.711914063,"(46.33, 38.59, 31.21)",67.61791992,"(136.49, 129.95, 117.47)",,99.28808594,0.711914063
355,202.jpg,1970-01-01T00:00:00.000,17.98974609,"(226.53, 221.04, 215.70)",20.55639648,"(46.33, 38.59, 31.21)",61.45385742,"(136.49, 129.95, 117.47)",,79.44360351,20.55639648
115,202.jpg,1970-01-01T00:00:00.000,17.98974609,"(226.53, 221.04, 215.70)",20.55639648,"(46.33, 38.59, 31.21)",61.45385742,"(136.49, 129.95, 117.47)",,79.44360351,20.55639648
356,203.jpg,1970-01-01T00:00:00.000,11.81591797,"(226.53, 221.04, 215.70)",17.04907227,"(46.33, 38.59, 31.21)",71.13500977,"(136.49, 129.95, 117.47)",,82.95092774,17.04907227
116,203.jpg,1970-01-01T00:00:00.000,11.81591797,"(226.53, 221.04, 215.70)",17.04907227,"(46.33, 38.59, 31.21)",71.13500977,"(136.49, 129.95, 117.47)",,82.95092774,17.04907227
117,204.jpg,1970-01-01T00:00:00.000,22.35717773,"(226.53, 221.04, 215.70)",28.02709961,"(46.33, 38.59, 31.21)",49.61572266,"(136.49, 129.95, 117.47)",,71.97290039,28.02709961
357,204.jpg,1970-01-01T00:00:00.000,22.35717773,"(226.53, 221.04, 215.70)",28.02709961,"(46.33, 38.59, 31.21)",49.61572266,"(136.49, 129.95, 117.47)",,71.97290039,28.02709961
358,205.jpg,1970-01-01T00:00:00.000,39.24194336,"(226.53, 221.04, 215.70)",50.02734375,"(46.33, 38.59, 31.21)",10.73071289,"(136.49, 129.95, 117.47)",,49.97265625,50.02734375
118,205.jpg,1970-01-01T00:00:00.000,39.24194336,"(226.53, 221.04, 215.70)",50.02734375,"(46.33, 38.59, 31.21)",10.73071289,"(136.49, 129.95, 117.47)",,49.97265625,50.02734375
359,206.jpg,1970-01-01T00:00:00.000,37.50195313,"(226.53, 221.04, 215.70)",28.646484374999996,"(46.33, 38.59, 31.21)",33.8515625,"(136.49, 129.95, 117.47)",,71.35351563,28.646484374999996
119,206.jpg,1970-01-01T00:00:00.000,37.50195313,"(226.53, 221.04, 215.70)",28.646484374999996,"(46.33, 38.59, 31.21)",33.8515625,"(136.49, 129.95, 117.47)",,71.35351563,28.646484374999996
360,207.jpg,1970-01-01T00:00:00.000,54.48681640625001,"(226.53, 221.04, 215.70)",30.3605957,"(46.33, 38.59, 31.21)",15.15258789,"(136.49, 129.95, 117.47)",,69.6394043,30.3605957
120,207.jpg,1970-01-01T00:00:00.000,54.48681640625001,"(226.53, 221.04, 215.70)",30.3605957,"(46.33, 38.59, 31.21)",15.15258789,"(136.49, 129.95, 117.47)",,69.6394043,30.3605957
361,208.jpg,1970-01-01T00:00:00.000,10.79711914,"(226.53, 221.04, 215.70)",0.035644531,"(46.33, 38.59, 31.21)",89.16723633,"(136.49, 129.95, 117.47)",,99.96435547,0.035644531
121,208.jpg,1970-01-01T00:00:00.000,10.79711914,"(226.53, 221.04, 215.70)",0.035644531,"(46.33, 38.59, 31.21)",89.16723633,"(136.49, 129.95, 117.47)",,99.96435547,0.035644531
122,209.jpg,1970-01-01T00:00:00.000,36.87036133,"(226.53, 221.04, 215.70)",0.986083984,"(46.33, 38.59, 31.21)",62.14355469,"(136.49, 129.95, 117.47)",,99.01391602,0.986083984
362,209.jpg,1970-01-01T00:00:00.000,36.87036133,"(226.53, 221.04, 215.70)",0.986083984,"(46.33, 38.59, 31.21)",62.14355469,"(136.49, 129.95, 117.47)",,99.01391602,0.986083984
364,210.jpg,1970-01-01T00:00:00.000,18.23266602,"(226.53, 221.04, 215.70)",45.71899414,"(46.33, 38.59, 31.21)",36.04833984,"(136.49, 129.95, 117.47)",,54.28100586,45.71899414
124,210.jpg,1970-01-01T00:00:00.000,18.23266602,"(226.53, 221.04, 215.70)",45.71899414,"(46.33, 38.59, 31.21)",36.04833984,"(136.49, 129.95, 117.47)",,54.28100586,45.71899414
125,211.jpg,1970-01-01T00:00:00.000,33.03198242,"(226.53, 221.04, 215.70)",26.89208984,"(46.33, 38.59, 31.21)",40.07592773,"(136.49, 129.95, 117.47)",,73.10791015,26.89208984
365,211.jpg,1970-01-01T00:00:00.000,33.03198242,"(226.53, 221.04, 215.70)",26.89208984,"(46.33, 38.59, 31.21)",40.07592773,"(136.49, 129.95, 117.47)",,73.10791015,26.89208984
366,212.jpg,1970-01-01T00:00:00.000,61.69116211,"(226.53, 221.04, 215.70)",21.47119141,"(46.33, 38.59, 31.21)",16.83764648,"(136.49, 129.95, 117.47)",,78.52880859,21.47119141
126,212.jpg,1970-01-01T00:00:00.000,61.69116211,"(226.53, 221.04, 215.70)",21.47119141,"(46.33, 38.59, 31.21)",16.83764648,"(136.49, 129.95, 117.47)",,78.52880859,21.47119141
367,213.jpg,1970-01-01T00:00:00.000,19.81860352,"(226.53, 221.04, 215.70)",4.099121094,"(46.33, 38.59, 31.21)",76.08227539,"(136.49, 129.95, 117.47)",,95.90087891,4.099121094
127,213.jpg,1970-01-01T00:00:00.000,19.81860352,"(226.53, 221.04, 215.70)",4.099121094,"(46.33, 38.59, 31.21)",76.08227539,"(136.49, 129.95, 117.47)",,95.90087891,4.099121094
368,214.jpg,1970-01-01T00:00:00.000,13.37963867,"(226.53, 221.04, 215.70)",21.00683594,"(46.33, 38.59, 31.21)",65.61352539,"(136.49, 129.95, 117.47)",,78.99316406,21.00683594
128,214.jpg,1970-01-01T00:00:00.000,13.37963867,"(226.53, 221.04, 215.70)",21.00683594,"(46.33, 38.59, 31.21)",65.61352539,"(136.49, 129.95, 117.47)",,78.99316406,21.00683594
369,215.jpg,1970-01-01T00:00:00.000,15.39599609,"(226.53, 221.04, 215.70)",71.39550781,"(46.33, 38.59, 31.21)",13.20849609,"(136.49, 129.95, 117.47)",,28.60449218,71.39550781
129,215.jpg,1970-01-01T00:00:00.000,15.39599609,"(226.53, 221.04, 215.70)",71.39550781,"(46.33, 38.59, 31.21)",13.20849609,"(136.49, 129.95, 117.47)",,28.60449218,71.39550781
130,216.jpg,1970-01-01T00:00:00.000,4.705078125,"(226.53, 221.04, 215.70)",5.458984375,"(46.33, 38.59, 31.21)",89.8359375,"(136.49, 129.95, 117.47)",,94.54101563,5.458984375
370,216.jpg,1970-01-01T00:00:00.000,4.705078125,"(226.53, 221.04, 215.70)",5.458984375,"(46.33, 38.59, 31.21)",89.8359375,"(136.49, 129.95, 117.47)",,94.54101563,5.458984375
131,217.jpg,1970-01-01T00:00:00.000,18.93798828,"(226.53, 221.04, 215.70)",43.35131836,"(46.33, 38.59, 31.21)",37.71069336,"(136.49, 129.95, 117.47)",,56.64868164,43.35131836
371,217.jpg,1970-01-01T00:00:00.000,18.93798828,"(226.53, 221.04, 215.70)",43.35131836,"(46.33, 38.59, 31.21)",37.71069336,"(136.49, 129.95, 117.47)",,56.64868164,43.35131836
372,218.jpg,1970-01-01T00:00:00.000,50.74145508,"(226.53, 221.04, 215.70)",43.67675781,"(46.33, 38.59, 31.21)",5.581787109,"(136.49, 129.95, 117.47)",,56.32324219,43.67675781
132,218.jpg,1970-01-01T00:00:00.000,50.74145508,"(226.53, 221.04, 215.70)",43.67675781,"(46.33, 38.59, 31.21)",5.581787109,"(136.49, 129.95, 117.47)",,56.32324219,43.67675781
373,219.jpg,1970-01-01T00:00:00.000,37.47167969,"(226.53, 221.04, 215.70)",28.58447266,"(46.33, 38.59, 31.21)",33.94384766,"(136.49, 129.95, 117.47)",,71.41552735,28.58447266
133,219.jpg,1970-01-01T00:00:00.000,37.47167969,"(226.53, 221.04, 215.70)",28.58447266,"(46.33, 38.59, 31.21)",33.94384766,"(136.49, 129.95, 117.47)",,71.41552735,28.58447266
135,220.jpg,1970-01-01T00:00:00.000,38.26245117,"(226.53, 221.04, 215.70)",20.57714844,"(46.33, 38.59, 31.21)",41.16040039,"(136.49, 129.95, 117.47)",,79.42285156,20.57714844
375,220.jpg,1970-01-01T00:00:00.000,38.26245117,"(226.53, 221.04, 215.70)",20.57714844,"(46.33, 38.59, 31.21)",41.16040039,"(136.49, 129.95, 117.47)",,79.42285156,20.57714844
136,221.jpg,1970-01-01T00:00:00.000,39.52001953,"(226.53, 221.04, 215.70)",2.646240234,"(46.33, 38.59, 31.21)",57.83374023,"(136.49, 129.95, 117.47)",,97.35375976,2.646240234
376,221.jpg,1970-01-01T00:00:00.000,39.52001953,"(226.53, 221.04, 215.70)",2.646240234,"(46.33, 38.59, 31.21)",57.83374023,"(136.49, 129.95, 117.47)",,97.35375976,2.646240234
137,222.jpg,1970-01-01T00:00:00.000,56.9296875,"(226.53, 221.04, 215.70)",17.0769043,"(46.33, 38.59, 31.21)",25.9934082,"(136.49, 129.95, 117.47)",,82.9230957,17.0769043
377,222.jpg,1970-01-01T00:00:00.000,56.9296875,"(226.53, 221.04, 215.70)",17.0769043,"(46.33, 38.59, 31.21)",25.9934082,"(136.49, 129.95, 117.47)",,82.9230957,17.0769043
378,223.jpg,1970-01-01T00:00:00.000,17.77197266,"(226.53, 221.04, 215.70)",16.12182617,"(46.33, 38.59, 31.21)",66.10620117,"(136.49, 129.95, 117.47)",,83.87817383,16.12182617
138,223.jpg,1970-01-01T00:00:00.000,17.77197266,"(226.53, 221.04, 215.70)",16.12182617,"(46.33, 38.59, 31.21)",66.10620117,"(136.49, 129.95, 117.47)",,83.87817383,16.12182617
139,224.jpg,1970-01-01T00:00:00.000,12.26611328,"(226.53, 221.04, 215.70)",10.35888672,"(46.33, 38.59, 31.21)",77.375,"(136.49, 129.95, 117.47)",,89.64111328,10.35888672
379,224.jpg,1970-01-01T00:00:00.000,12.26611328,"(226.53, 221.04, 215.70)",10.35888672,"(46.33, 38.59, 31.21)",77.375,"(136.49, 129.95, 117.47)",,89.64111328,10.35888672
140,225.jpg,1970-01-01T00:00:00.000,5.071533203,"(226.53, 221.04, 215.70)",8.147705078,"(46.33, 38.59, 31.21)",86.78076172,"(136.49, 129.95, 117.47)",,91.85229492,8.147705078
380,225.jpg,1970-01-01T00:00:00.000,5.071533203,"(226.53, 221.04, 215.70)",8.147705078,"(46.33, 38.59, 31.21)",86.78076172,"(136.49, 129.95, 117.47)",,91.85229492,8.147705078
381,226.jpg,1970-01-01T00:00:00.000,30.08935547,"(226.53, 221.04, 215.70)",17.08984375,"(46.33, 38.59, 31.21)",52.82080078,"(136.49, 129.95, 117.47)",,82.91015625,17.08984375
141,226.jpg,1970-01-01T00:00:00.000,30.08935547,"(226.53, 221.04, 215.70)",17.08984375,"(46.33, 38.59, 31.21)",52.82080078,"(136.49, 129.95, 117.47)",,82.91015625,17.08984375
382,227.jpg,1970-01-01T00:00:00.000,10.35449219,"(226.53, 221.04, 215.70)",9.269287109,"(46.33, 38.59, 31.21)",80.3762207,"(136.49, 129.95, 117.47)",,90.73071289,9.269287109
142,227.jpg,1970-01-01T00:00:00.000,10.35449219,"(226.53, 221.04, 215.70)",9.269287109,"(46.33, 38.59, 31.21)",80.3762207,"(136.49, 129.95, 117.47)",,90.73071289,9.269287109
383,228.jpg,1970-01-01T00:00:00.000,17.41650391,"(226.53, 221.04, 215.70)",6.498291016,"(46.33, 38.59, 31.21)",76.08520508,"(136.49, 129.95, 117.47)",,93.50170899,6.498291016
143,228.jpg,1970-01-01T00:00:00.000,17.41650391,"(226.53, 221.04, 215.70)",6.498291016,"(46.33, 38.59, 31.21)",76.08520508,"(136.49, 129.95, 117.47)",,93.50170899,6.498291016
384,229.jpg,1970-01-01T00:00:00.000,16.64624023,"(226.53, 221.04, 215.70)",18.26782227,"(46.33, 38.59, 31.21)",65.0859375,"(136.49, 129.95, 117.47)",,81.73217773,18.26782227
144,229.jpg,1970-01-01T00:00:00.000,16.64624023,"(226.53, 221.04, 215.70)",18.26782227,"(46.33, 38.59, 31.21)",65.0859375,"(136.49, 129.95, 117.47)",,81.73217773,18.26782227
146,230.jpg,1970-01-01T00:00:00.000,37.62573242,"(226.53, 221.04, 215.70)",13.715820312499998,"(46.33, 38.59, 31.21)",48.65844727,"(136.49, 129.95, 117.47)",,86.28417969,13.715820312499998
386,230.jpg,1970-01-01T00:00:00.000,37.62573242,"(226.53, 221.04, 215.70)",13.715820312499998,"(46.33, 38.59, 31.21)",48.65844727,"(136.49, 129.95, 117.47)",,86.28417969,13.715820312499998
387,231.jpg,1970-01-01T00:00:00.000,24.62329102,"(226.53, 221.04, 215.70)",12.26220703,"(46.33, 38.59, 31.21)",63.11450195,"(136.49, 129.95, 117.47)",,87.73779297,12.26220703
147,231.jpg,1970-01-01T00:00:00.000,24.62329102,"(226.53, 221.04, 215.70)",12.26220703,"(46.33, 38.59, 31.21)",63.11450195,"(136.49, 129.95, 117.47)",,87.73779297,12.26220703
388,232.jpg,1970-01-01T00:00:00.000,18.6184082,"(226.53, 221.04, 215.70)",14.22045898,"(46.33, 38.59, 31.21)",67.16113281,"(136.49, 129.95, 117.47)",,85.77954101,14.22045898
148,232.jpg,1970-01-01T00:00:00.000,18.6184082,"(226.53, 221.04, 215.70)",14.22045898,"(46.33, 38.59, 31.21)",67.16113281,"(136.49, 129.95, 117.47)",,85.77954101,14.22045898
389,233.jpg,1970-01-01T00:00:00.000,45.86401367,"(226.53, 221.04, 215.70)",15.168701171874998,"(46.33, 38.59, 31.21)",38.96728516,"(136.49, 129.95, 117.47)",,84.83129883,15.168701171874998
149,233.jpg,1970-01-01T00:00:00.000,45.86401367,"(226.53, 221.04, 215.70)",15.168701171874998,"(46.33, 38.59, 31.21)",38.96728516,"(136.49, 129.95, 117.47)",,84.83129883,15.168701171874998
390,234.jpg,1970-01-01T00:00:00.000,45.50341797,"(226.53, 221.04, 215.70)",50.59472656,"(46.33, 38.59, 31.21)",3.901855469,"(136.49, 129.95, 117.47)",,49.40527344,50.59472656
150,234.jpg,1970-01-01T00:00:00.000,45.50341797,"(226.53, 221.04, 215.70)",50.59472656,"(46.33, 38.59, 31.21)",3.901855469,"(136.49, 129.95, 117.47)",,49.40527344,50.59472656
391,235.jpg,1970-01-01T00:00:00.000,43.2668457,"(226.53, 221.04, 215.70)",17.74926758,"(46.33, 38.59, 31.21)",38.98388672,"(136.49, 129.95, 117.47)",,82.25073242,17.74926758
151,235.jpg,1970-01-01T00:00:00.000,43.2668457,"(226.53, 221.04, 215.70)",17.74926758,"(46.33, 38.59, 31.21)",38.98388672,"(136.49, 129.95, 117.47)",,82.25073242,17.74926758
152,236.jpg,1970-01-01T00:00:00.000,28.78271484,"(226.53, 221.04, 215.70)",54.10546875,"(46.33, 38.59, 31.21)",17.11181641,"(136.49, 129.95, 117.47)",,45.89453125,54.10546875
392,236.jpg,1970-01-01T00:00:00.000,28.78271484,"(226.53, 221.04, 215.70)",54.10546875,"(46.33, 38.59, 31.21)",17.11181641,"(136.49, 129.95, 117.47)",,45.89453125,54.10546875
153,237.jpg,1970-01-01T00:00:00.000,3.330322266,"(226.53, 221.04, 215.70)",0.681640625,"(46.33, 38.59, 31.21)",95.98803711,"(136.49, 129.95, 117.47)",,99.31835938,0.681640625
393,237.jpg,1970-01-01T00:00:00.000,3.330322266,"(226.53, 221.04, 215.70)",0.681640625,"(46.33, 38.59, 31.21)",95.98803711,"(136.49, 129.95, 117.47)",,99.31835938,0.681640625
394,238.jpg,1970-01-01T00:00:00.000,24.71313477,"(226.53, 221.04, 215.70)",32.83349609,"(46.33, 38.59, 31.21)",42.45336914,"(136.49, 129.95, 117.47)",,67.16650391,32.83349609
154,238.jpg,1970-01-01T00:00:00.000,24.71313477,"(226.53, 221.04, 215.70)",32.83349609,"(46.33, 38.59, 31.21)",42.45336914,"(136.49, 129.95, 117.47)",,67.16650391,32.83349609
155,239.jpg,1970-01-01T00:00:00.000,30.11962891,"(226.53, 221.04, 215.70)",19.22265625,"(46.33, 38.59, 31.21)",50.65771484,"(136.49, 129.95, 117.47)",,80.77734375,19.22265625
395,239.jpg,1970-01-01T00:00:00.000,30.11962891,"(226.53, 221.04, 215.70)",19.22265625,"(46.33, 38.59, 31.21)",50.65771484,"(136.49, 129.95, 117.47)",,80.77734375,19.22265625
157,240.jpg,1970-01-01T00:00:00.000,22.75561523,"(226.53, 221.04, 215.70)",23.98901367,"(46.33, 38.59, 31.21)",53.25537109,"(136.49, 129.95, 117.47)",,76.01098632,23.98901367
397,240.jpg,1970-01-01T00:00:00.000,22.75561523,"(226.53, 221.04, 215.70)",23.98901367,"(46.33, 38.59, 31.21)",53.25537109,"(136.49, 129.95, 117.47)",,76.01098632,23.98901367
